,IS_DEFAULT
21448,1
13729,0
25179,1
4250,0
24132,1
9463,0
16740,0
21695,0
28134,0
959,1
18878,0
1946,0
4184,0
18680,0
9893,0
6476,0
11924,0
26024,0
23297,0
5397,1
17990,0
15086,1
1436,1
26182,0
8160,0
25211,1
10906,0
24343,0
6113,0
13744,0
27337,0
4871,0
8408,0
14416,0
9551,0
7412,0
15296,0
29652,1
25266,0
14476,0
19404,0
11241,1
13215,0
5795,0
22033,0
19098,0
11135,0
3690,0
6366,0
5278,0
10826,1
2769,0
24079,1
7960,1
18508,0
14490,0
28479,0
13235,0
28441,0
29300,0
16948,1
21478,0
15636,0
20369,0
11111,0
26148,0
8522,0
21132,0
10377,0
23941,0
20275,0
20875,0
3493,0
19087,1
25383,1
14558,0
12582,0
4839,0
22899,0
2414,0
29500,0
8692,0
17034,0
18516,0
8929,0
11889,0
22022,0
8935,0
18972,0
28364,0
12286,0
404,1
29022,1
938,1
7468,0
9365,0
8179,0
11082,1
11301,0
18663,0
20420,1
25563,0
27164,1
2812,0
17001,0
5562,1
22802,0
15723,1
19748,0
5186,0
21343,0
24117,1
21484,0
28851,1
14101,0
20204,0
22506,0
2088,1
26916,0
18458,0
10818,0
10778,0
24699,0
6049,0
13465,0
21006,0
20582,0
10037,0
3629,0
10244,1
25730,0
12940,1
28865,0
1555,1
14079,0
6944,0
1202,0
5839,0
15105,0
19494,0
8013,0
12314,0
10153,0
26251,0
16452,0
22299,0
1301,1
8150,0
22221,0
12477,0
17563,0
6870,1
21528,0
10027,0
3375,0
8619,0
26395,0
26489,1
4120,0
25079,0
17774,0
25413,1
5927,0
18148,0
10496,0
3224,0
18872,0
352,1
22320,0
28386,0
4653,0
14291,0
7057,1
22146,0
8703,0
1224,0
14247,0
20529,0
553,0
8136,0
15258,0
1867,0
24516,0
24702,0
14777,1
9420,0
8371,1
9881,0
17597,0
29646,0
41,0
23764,0
17595,0
2546,0
10966,0
20820,0
28120,0
14736,0
22466,0
22186,0
18488,0
21641,0
23869,0
12007,0
28825,0
28290,0
12138,0
21567,0
12889,0
17391,0
1338,0
15605,1
27650,0
17057,0
14569,0
13680,0
2301,0
29251,0
2517,0
16790,0
21814,0
17627,1
3552,0
17441,0
19867,0
15144,1
16143,1
17503,1
4463,0
14533,1
8143,1
4294,0
20511,0
10715,1
1419,0
4793,0
6536,1
2185,1
27763,1
16863,0
9647,0
18003,0
5113,0
6840,0
16226,0
3227,0
7382,0
10517,1
9565,0
9500,0
18287,0
18794,0
15469,0
4784,1
7441,0
18115,0
25602,0
21322,0
19985,0
11103,0
22686,0
6717,0
2295,0
10599,0
23654,1
23480,0
6692,0
10573,0
14043,0
21433,0
7556,0
20136,1
29130,0
26611,1
17006,0
20539,0
5919,0
14660,0
694,0
4846,0
18533,0
9220,0
7710,0
20127,0
4031,0
13183,0
388,0
19696,0
14142,1
20076,0
13874,0
14294,0
26723,1
2040,0
22736,0
23569,0
12206,0
614,0
5697,0
16411,1
12116,1
2118,0
14604,0
12606,0
12698,1
10973,0
14840,0
14477,0
8401,0
6872,0
2767,0
6847,1
7278,0
5380,0
5560,0
19751,1
10146,0
18330,0
11030,1
29561,1
8553,0
10952,0
10490,0
16006,0
7992,0
4779,0
9995,0
21776,0
9583,1
2346,1
25447,0
22338,0
16623,0
21726,0
27197,1
7751,0
10201,0
29556,0
27278,0
6938,1
19285,0
16031,1
2251,0
19905,1
18101,0
22603,0
1573,1
29863,1
13484,0
29915,0
22395,0
12086,0
281,0
15549,0
19885,0
8525,0
5869,0
22441,1
16305,0
25710,0
5565,0
24504,0
11072,0
16563,0
22276,0
10032,0
9525,1
12382,0
22346,0
8060,0
2510,1
25239,1
6484,0
16356,0
27799,1
12284,0
25691,0
21664,0
28491,1
24750,0
21777,0
24495,0
12112,0
7017,0
23550,0
5361,0
12330,0
4442,0
5068,0
22639,0
23930,0
807,1
2602,0
19952,0
3687,0
925,1
20370,1
26249,0
4455,1
14605,1
12689,0
13335,0
26767,0
7929,1
4322,0
2056,0
1120,1
20259,0
7985,0
27919,0
3097,0
7973,1
17105,0
3498,1
22175,0
26371,0
21924,0
9700,1
9890,0
6496,1
25896,0
926,0
27080,1
19265,0
28306,0
22778,0
29774,0
27324,0
16777,1
16808,0
17737,0
16675,0
10783,0
20796,0
5653,0
20302,0
6273,0
5025,0
26683,0
2619,0
11435,1
28811,0
18151,1
20939,0
26673,0
12714,0
22945,0
17070,0
25275,0
26105,0
5475,0
19414,0
2137,0
11635,0
9754,0
14407,0
630,0
18868,0
20073,1
9705,0
19853,0
14894,0
20880,0
20537,0
15584,0
13908,1
11519,0
24758,0
5474,0
5151,0
20180,0
22865,0
22144,0
20106,0
9914,0
17426,0
15468,0
4380,0
11001,0
10590,1
23660,0
26390,0
12447,0
28119,0
8258,0
14203,1
10296,0
23867,0
10386,0
24386,0
26797,0
14794,0
22064,1
3413,0
23075,0
12207,0
25981,1
15936,0
12965,1
6447,0
12033,0
24497,0
8472,0
1781,0
16009,0
7907,0
20051,0
12201,0
4020,0
13043,1
3479,0
9427,1
6400,1
9911,0
16976,0
11144,1
29840,1
8536,1
17981,0
17648,0
16720,0
2409,0
8943,0
17275,0
25022,0
2827,1
16913,1
25335,0
17039,1
26323,0
19666,0
7505,0
25847,0
29249,0
9318,0
9057,0
25609,0
7383,0
5712,1
9904,0
4224,0
9609,0
24690,1
3616,0
12859,0
18897,1
29577,0
13300,0
27464,0
19848,0
2717,0
3873,0
5742,0
29804,1
10541,0
10785,1
9900,0
712,0
11970,0
3849,1
15838,1
340,0
23405,0
24841,1
3053,1
3020,0
29461,0
2291,1
18734,0
22096,0
3568,0
2881,0
15062,1
25201,0
24279,0
11439,0
17950,1
16155,0
26766,0
12595,0
7834,0
11730,0
4825,0
1243,1
4788,1
20997,1
19303,1
22916,0
12552,0
13,1
3146,1
29963,1
10642,1
12089,0
4339,0
26549,0
7246,1
4444,0
436,0
25288,0
1385,0
11150,0
4445,0
28502,1
2687,1
20385,0
22950,0
17132,0
27769,0
18150,0
11016,0
5190,0
13406,0
17082,0
20307,0
25936,0
29666,0
4390,0
21399,0
12557,1
28717,0
1465,0
27981,0
22560,0
16362,1
9532,0
12179,0
3815,1
22660,0
2401,0
4691,1
17978,0
26687,0
26940,1
17256,0
28763,0
14691,0
10891,0
26633,0
7264,0
12364,1
3571,0
16685,0
5420,1
16307,0
2436,1
29624,1
22387,0
24916,1
1462,0
27375,0
5752,1
4440,0
4051,0
2658,0
18576,0
1898,0
2017,0
26387,0
170,0
10976,0
13739,0
13014,1
8454,0
27854,0
18917,0
25876,0
16219,1
8677,0
18224,0
16265,0
4145,0
10225,0
21479,0
4944,1
22537,0
4565,0
11302,0
26763,0
28627,0
12663,0
16923,0
29549,0
18422,0
7548,0
1495,0
25063,1
4952,0
19870,0
5125,0
4493,1
27040,0
8842,0
7101,0
6888,0
23818,1
10998,1
26589,0
11710,1
3758,0
21140,0
16200,0
2229,0
301,0
16081,0
19188,0
17099,0
704,0
25583,0
1762,0
28929,0
26662,0
10357,0
14999,1
19937,0
23704,0
14001,0
14095,0
2939,0
4588,1
3993,0
29750,0
22913,0
11921,0
9159,0
28130,0
8275,0
26083,0
240,0
29037,0
17879,0
7213,1
24560,0
5727,0
3324,1
27923,0
9447,0
18566,0
7824,1
23478,0
26681,0
27461,0
20245,0
8898,0
169,0
17122,0
29150,0
27380,0
27620,0
3331,1
4174,1
3164,0
4636,0
1692,0
9390,0
15182,0
19936,0
9737,0
19185,1
17050,1
18214,0
21739,0
13767,0
25253,1
11222,1
18072,0
3689,0
9917,0
25662,0
16440,0
20538,0
27362,0
18998,1
17306,1
9287,0
26081,0
6738,0
14580,0
19836,0
12530,0
29732,0
236,0
228,1
20007,0
25146,0
13889,0
29944,0
12763,0
25556,0
3948,0
22192,1
4526,1
13418,0
27773,1
21717,0
20308,0
2028,1
28638,0
10012,0
7413,0
17735,0
7200,0
10695,0
8481,0
27234,1
428,0
16581,0
394,0
7566,0
8510,0
8532,1
12331,0
9232,0
4166,0
16649,0
21856,0
20871,1
29722,0
22203,0
17920,0
5843,0
24652,1
5180,0
1330,0
3049,0
3612,1
11615,1
17080,0
9273,1
20893,1
22307,0
8921,0
24217,0
21508,0
22315,0
22430,0
13035,0
13793,0
22716,0
13732,0
22047,0
20536,0
11716,0
27172,0
15815,0
4910,0
14339,0
25577,0
6675,0
14908,0
21091,1
23186,0
9640,0
19638,1
17494,1
1303,1
27271,0
22594,0
18793,0
2731,0
2175,0
13126,1
11663,0
22561,0
19258,0
15323,0
13544,1
16398,0
14482,0
10923,0
7542,0
26115,1
2204,0
23837,0
2462,1
5462,0
836,0
4342,0
9742,0
25389,0
16579,0
27856,0
17543,0
5372,0
11073,1
26190,0
23956,0
21896,0
20499,0
6174,1
14303,1
23672,0
17645,0
11143,0
23911,0
13632,1
3487,0
10234,1
12268,0
8456,0
2500,0
20413,0
10934,0
17731,0
4851,1
25305,0
29274,0
11918,0
2258,0
27031,0
6448,0
16543,0
15917,1
6746,1
1936,1
23758,1
17747,0
5207,0
1595,0
20631,0
25588,0
17891,1
24542,0
27788,0
3367,0
21100,0
29348,0
9635,0
12686,0
2820,1
23974,0
29117,0
15132,0
29664,0
332,0
3459,0
18758,1
7878,0
20553,0
10908,0
21879,0
2952,0
26328,1
2265,0
28496,0
13460,1
5971,0
1665,0
17839,0
6785,0
26623,1
22726,0
6326,0
15479,0
16170,0
18540,1
8503,0
390,0
18466,0
10495,1
25381,0
3507,0
16580,1
29374,0
21275,0
22356,0
9684,0
6722,1
531,0
3597,0
28256,1
11175,0
16885,0
18854,1
2990,1
24930,1
7323,0
15160,1
6042,1
6605,0
2148,0
16434,1
4128,0
23085,0
18733,0
13825,0
1395,0
27790,0
4324,0
17685,0
12674,1
28946,0
5583,0
6827,0
12636,0
16550,0
1466,1
10390,0
19804,1
4045,0
19718,0
15811,0
6508,1
11492,0
23451,0
17281,0
27414,1
27642,1
6384,0
8652,0
6832,0
2038,0
6445,0
16928,1
21289,1
14036,1
13990,0
11412,0
12673,0
15493,1
24475,1
21730,0
26989,0
15440,0
5470,1
17363,0
7837,1
5644,0
16299,0
3840,0
2238,0
25721,0
24973,0
870,0
9377,0
1190,0
11838,0
4349,1
9269,0
4977,0
13644,0
28799,0
7963,1
6552,1
1272,0
9755,0
420,0
2220,0
17127,1
22397,0
5732,1
24431,0
23671,1
5656,1
5408,0
20643,1
9978,0
8704,0
14727,0
10081,0
11265,0
22339,0
12161,0
518,0
10257,0
4138,0
28631,0
26135,1
11540,0
4306,0
9592,0
11749,0
9677,0
8478,0
18636,0
19913,0
23197,0
3995,1
28817,0
19667,1
23975,0
1427,0
9160,1
7872,0
7944,0
8551,0
16355,1
20607,0
13275,0
19567,0
22548,0
16482,0
2342,0
22218,0
11538,0
25712,0
16785,0
16735,0
7734,0
11745,0
20765,0
17222,1
26986,0
15935,1
26261,0
20400,0
1226,0
29706,0
23266,0
7197,0
25448,0
11276,0
23445,1
2353,0
14609,0
8240,0
17335,0
5833,1
27377,0
12241,0
29710,0
19064,0
29363,0
20913,0
11447,0
10195,0
537,0
5373,0
2740,0
24258,0
28226,0
17048,0
11667,0
29137,1
8426,0
10566,0
5853,0
14426,0
8585,0
12058,0
27586,1
20335,0
22290,0
13281,0
20143,0
21437,0
14162,0
17457,0
7989,1
15800,0
18346,1
29006,0
617,0
18027,0
17187,0
28572,0
22224,0
6100,0
9268,0
17454,0
3445,1
28671,0
2809,0
5866,0
19699,0
15540,0
24187,0
17547,1
14506,0
3894,0
13436,1
1039,0
21548,0
622,0
13442,0
11106,1
13499,0
20508,1
8693,0
4517,0
7228,0
24278,0
8516,0
8766,1
23556,0
16196,1
23619,0
25881,1
2491,0
10039,0
10061,0
29105,0
23364,1
16676,1
23796,0
11170,0
18759,1
18439,0
9681,0
27151,0
15949,0
22934,0
5660,0
4364,0
4540,0
27460,1
2690,0
28667,0
27441,1
14254,0
29093,0
13716,0
1262,0
7843,1
6987,0
25528,0
17404,0
26460,1
26235,0
14692,0
15125,0
26221,0
23838,0
3630,0
3251,0
9346,0
3536,1
22969,0
8626,0
14584,0
25893,0
6565,1
26621,1
19574,0
7555,1
23706,0
8086,0
26490,0
26407,0
1165,0
18786,0
13829,0
16026,0
12078,1
12499,0
1482,0
13762,0
20101,0
8991,0
2076,1
19607,0
29689,0
3514,0
24231,0
6333,0
19580,1
25162,0
25758,0
19351,0
2121,0
6456,0
29953,0
16695,0
15663,0
1207,0
27252,0
8483,0
14119,1
11253,0
3572,1
2873,0
23778,1
4171,0
7384,0
28787,1
10678,0
21267,0
3826,0
2463,1
11996,0
6823,1
7480,1
14176,0
25466,0
16635,0
26337,0
10305,0
26450,0
28311,0
4283,1
27438,0
9061,0
9421,0
817,0
21010,0
18417,0
1050,0
25284,0
16323,0
14083,0
20294,0
3215,1
20731,0
24171,1
7507,0
168,0
25118,0
13626,1
36,0
4503,0
4562,0
28340,0
1506,0
20229,0
7864,0
6089,0
27070,0
16523,1
12622,0
11500,0
9523,0
19926,0
15166,0
4614,0
12986,0
9440,0
20957,0
9686,1
27574,0
12981,0
26897,0
6816,1
15300,0
5884,0
23989,0
4946,0
17196,0
24104,1
28131,0
15187,0
14950,0
4097,1
26619,1
23064,0
5997,0
1610,0
14071,0
28854,0
19906,0
13535,0
17323,0
19753,0
26494,0
11577,0
19663,0
25349,0
7728,0
26461,0
8378,0
18035,1
8095,0
2511,1
25374,0
1445,0
7706,0
8259,0
855,0
6770,0
16225,1
21149,0
22767,0
15203,1
1981,0
16564,0
29830,0
25295,0
9883,0
25702,1
25795,0
6863,0
12163,0
2484,0
13304,0
8903,0
3025,1
15526,1
8835,0
7485,1
28727,0
43,0
16221,0
4434,0
16908,0
23189,0
23600,0
24527,0
17043,0
2671,0
12905,1
12651,0
24249,1
11897,1
15404,0
29162,0
19128,0
16132,0
20498,0
5791,0
17471,1
4293,1
18149,0
10803,0
9793,1
25514,0
27218,1
24244,0
24200,0
26378,0
6754,1
6633,0
25798,1
8638,0
15830,1
11445,1
3206,0
7645,1
3039,1
12418,0
8380,0
15818,0
2967,0
23806,0
12642,0
23822,1
11596,0
13749,1
4899,0
29768,0
24165,0
2648,0
19311,0
11565,0
9258,0
4365,1
16846,1
5918,1
24468,0
5488,0
16501,0
23151,0
1124,0
8247,0
1415,0
22348,0
19124,0
21770,0
11457,1
22207,0
21820,1
12075,0
19427,0
4115,1
21997,0
24697,0
15031,0
18681,1
19669,1
5135,0
17745,1
7142,0
9728,0
15,0
21381,0
27875,0
29661,0
1461,0
22411,0
2984,0
4313,0
17286,0
18639,0
20113,0
19999,0
4795,0
7601,1
2728,0
21253,0
916,0
12542,0
180,0
19444,0
13819,0
3184,1
11052,0
5175,1
6143,0
3010,0
7869,0
6453,0
9323,0
24127,0
9372,0
13397,1
5353,0
4650,0
17215,0
20938,0
12917,1
26440,0
4723,0
3942,0
8286,0
14855,1
14865,0
10722,1
9315,0
15435,0
3151,0
27946,0
28305,0
13464,0
4623,0
28455,0
18789,0
19321,0
23391,0
7185,0
9735,0
15482,1
513,1
13029,0
5006,0
8273,0
18561,0
12510,0
21855,0
624,0
8331,0
11202,0
4907,1
26908,0
13419,0
7832,0
28300,0
18549,0
13584,0
22879,0
5396,1
8550,0
19205,0
16612,0
18068,0
19994,0
20274,0
5872,1
24934,0
5155,1
13949,0
13378,0
5204,0
22219,0
17155,0
24819,0
18403,0
2135,0
12924,0
4058,0
20332,0
18081,1
25270,1
14074,0
9847,0
27471,0
13242,0
1000,0
8261,0
3599,0
21205,0
2784,0
25057,0
12533,0
26595,1
13051,1
8044,0
24624,1
26077,0
21687,0
4574,0
8192,0
8538,1
9698,0
5240,1
25449,1
11836,0
9763,0
12767,1
5437,0
22535,0
26491,0
20049,0
10416,0
24111,0
898,1
26524,0
20448,0
18044,1
5845,0
17524,0
2840,0
86,1
8063,0
21844,0
27365,0
576,0
7779,1
11338,1
10204,0
2248,1
23991,1
5861,0
18233,0
4419,0
11980,1
25316,1
17958,1
6855,0
12950,1
22344,0
7344,1
18220,0
29190,0
18164,0
26942,0
19974,0
14384,1
5382,0
23183,0
14259,0
29927,0
5786,0
23741,0
18041,0
14635,0
23561,1
4608,0
1878,0
18766,0
12801,0
26857,0
10461,0
29432,0
3379,0
20818,0
18730,0
16617,0
3321,0
26100,0
29488,0
4632,0
28055,0
28880,0
9475,0
9659,1
12844,0
20191,0
26204,0
17948,1
24027,0
11852,0
9648,0
28251,0
9731,0
13982,0
12599,1
28303,0
21958,0
3285,0
3710,0
2235,0
22420,0
23367,1
13601,0
18227,0
8925,0
12491,0
15575,1
25175,0
7094,0
18646,0
13299,0
1876,0
15948,0
12683,0
27663,0
29590,0
28245,0
28405,0
4736,1
6406,0
1317,0
10764,0
29351,0
19854,0
27156,0
22791,0
11055,1
28040,0
2618,1
29554,0
25787,0
3497,0
1879,1
13590,0
20427,0
16847,0
13944,0
22982,0
24738,1
4964,0
23995,0
16466,1
29076,1
25465,0
1780,0
1904,0
14776,1
19068,0
8466,1
20698,0
17026,1
26740,1
8437,0
29400,0
29572,0
5345,0
26732,0
24863,0
834,0
12394,0
16331,1
24059,0
13058,0
29360,0
1136,0
10000,0
24662,1
1188,0
7459,0
7287,1
5990,0
9459,0
4333,0
13339,0
17462,0
560,0
27936,0
20515,0
17137,0
22412,0
7035,0
11152,0
21552,0
7075,0
473,0
9208,1
11618,1
18556,0
2145,0
10865,0
6033,0
252,1
18500,1
1927,0
9036,0
12274,1
26193,1
3526,0
16636,0
40,0
21589,0
7717,0
28420,0
8417,0
1697,0
14107,1
9110,0
8978,1
28758,0
29740,0
18827,1
4857,0
16924,0
27850,0
24904,1
29643,0
27478,0
17711,1
17480,0
17470,0
1722,1
16181,0
5995,0
23422,0
298,0
10381,1
24001,0
23052,0
4340,0
17490,0
18401,0
16418,0
2073,0
7968,0
20986,1
29412,0
19935,0
27891,0
14648,0
5346,1
25604,1
27899,0
11437,0
18705,1
13009,0
21663,0
9858,0
4838,1
3586,0
4415,0
29960,0
16573,0
10399,0
894,1
16604,0
22099,0
24514,0
18644,0
20836,0
13121,0
23635,1
3011,0
14483,0
24718,1
6148,0
15669,0
24903,0
3088,0
13855,0
6628,0
3992,1
24191,0
9112,1
5679,1
25954,1
8556,1
29205,0
15895,0
17998,0
24623,0
12203,0
22428,0
26032,0
18965,0
18490,0
10707,0
2180,0
28911,0
687,0
19109,0
9282,1
14914,0
5837,0
17478,0
28048,0
10790,0
24044,0
6647,0
9378,0
11246,0
25734,0
17083,0
18280,0
20678,1
24376,0
25580,0
3418,0
9087,1
14120,0
69,0
15844,0
18104,0
25169,1
7268,1
12432,0
5639,0
5005,0
26158,0
13045,0
11474,0
12265,0
28621,0
21328,0
5764,0
25864,0
22586,0
25998,0
10659,0
3131,1
16587,0
28337,0
22292,0
821,1
3260,0
23386,0
9386,0
19394,1
16774,0
1363,0
21542,0
4065,0
16840,0
25850,1
25462,1
22273,0
13917,1
854,0
1198,1
18073,1
19141,0
12233,0
10701,0
11685,0
16560,0
23223,0
444,1
19151,0
7071,0
822,0
12148,1
6975,0
27655,0
19555,0
4583,0
28271,0
2972,0
11372,0
2396,0
2285,0
22516,1
8499,0
16626,0
19613,0
22768,0
4640,0
8575,0
27021,0
15880,0
12516,0
9450,0
29238,0
22981,0
4204,0
5277,0
8896,0
7525,1
17759,0
12600,0
8230,0
15649,0
7149,0
27389,1
16730,0
18129,1
13609,0
27406,0
6561,0
4111,0
13026,0
7390,0
21043,0
6141,0
14133,1
23012,0
25473,0
20280,0
21430,0
9228,0
12494,0
28087,0
21921,0
4096,0
28397,0
22903,0
28910,0
6877,0
22036,0
18102,0
26634,1
14714,0
17939,0
28385,0
3543,1
6543,0
25409,0
7474,0
8363,0
9828,0
27898,0
29186,0
11646,1
28896,0
968,0
14027,0
21117,1
15787,0
24511,0
10226,1
17783,0
28882,0
15039,0
27557,0
11501,0
14382,0
8936,0
20854,0
18079,1
14183,1
27280,0
7568,0
742,0
4054,0
18058,1
22722,0
18045,0
20855,0
17444,0
18168,0
26365,0
12895,0
21424,0
12638,0
14181,0
5223,0
2489,0
1407,0
19947,0
15558,0
27426,1
21719,0
24350,0
4499,1
14274,0
12701,0
5988,0
9639,0
21952,0
15235,0
12505,0
13765,0
20480,1
29471,0
3252,1
4641,0
10584,0
29614,0
21771,1
8051,0
4610,0
7341,0
22253,0
6797,0
22832,0
11982,0
21114,0
19611,0
22854,0
17489,0
18974,0
26615,0
10769,0
14300,1
16406,0
7251,0
4719,0
15972,1
13560,0
17149,0
23009,0
27451,0
25654,0
5103,0
21650,0
25248,0
20426,0
12543,1
21008,0
15361,0
23936,0
19319,0
19746,0
25087,1
5357,0
20682,0
23206,0
21934,0
23196,0
5142,1
16144,1
18550,0
29860,1
29580,0
2887,0
12809,1
19640,0
2733,0
6188,1
11286,1
16365,0
26701,0
11706,1
7767,0
28583,0
3007,0
17603,0
29701,1
15654,0
27559,1
18757,1
2928,0
19434,0
27901,1
26890,0
6433,0
20695,0
24672,0
28024,0
424,0
11348,0
5532,1
8489,0
6081,1
20989,1
17307,0
9627,0
9688,1
1368,0
20995,1
6714,0
18679,1
5229,0
4707,0
23826,0
26213,0
25207,0
3422,1
11471,0
22495,0
26573,0
21982,0
23608,0
29611,0
22102,0
1980,1
7211,1
27248,1
18593,1
16251,0
19004,0
4148,0
7319,0
8416,0
9477,1
6696,1
13283,1
12097,0
22582,0
19046,1
24509,1
13842,0
8874,0
29603,0
14931,0
4490,0
11570,0
22751,0
19651,0
17251,1
5130,0
2039,0
19054,0
1701,0
16488,1
19562,1
11774,0
11779,0
29931,1
7387,0
23609,0
17147,0
9796,0
16325,1
11756,1
21878,0
17151,0
23089,0
5255,0
17587,0
5922,1
14552,0
28968,0
2036,0
1408,1
27811,0
8872,0
11660,0
7535,0
25970,0
7772,1
7636,0
15993,0
7432,0
13267,0
29424,0
18578,1
416,0
4544,0
6739,0
1883,0
3808,0
17345,1
2632,1
11847,1
345,0
26511,1
12821,0
12433,0
23141,0
13681,1
20290,0
21390,0
11760,1
13253,0
7969,0
24498,0
9903,1
7796,1
15287,0
17588,0
21670,1
29491,1
4047,1
1013,0
19828,0
29453,0
5563,0
11390,1
10895,0
1919,0
4802,0
28961,1
22167,0
6094,1
14190,0
10348,0
15506,1
14219,0
24846,0
8905,0
6939,0
26859,1
878,0
19011,0
8860,0
6022,1
19731,0
9245,0
15338,0
11932,0
20399,0
3548,0
12245,0
7435,0
22191,0
2482,1
23447,0
10164,0
13873,1
3289,1
15768,0
10801,0
2768,0
7309,1
28624,0
26770,0
17888,0
16207,1
23140,0
6622,0
13263,0
26298,0
15242,0
21915,0
24063,0
15938,1
22963,0
17785,1
2438,0
12080,0
16469,0
6630,0
26064,0
5554,0
13502,1
13190,0
28072,0
14436,1
28731,1
15521,1
22333,0
21179,0
4326,0
6513,0
20960,0
9668,1
9569,0
10535,0
4053,0
25572,0
8673,1
664,0
15326,0
6437,0
20252,0
13875,1
2982,0
16228,0
17518,0
27860,0
11717,0
18817,0
5211,0
16979,1
21543,0
586,1
2552,0
699,0
20866,0
25446,0
16467,1
22042,0
10295,0
27624,0
7890,0
19682,0
21234,0
26981,0
15210,0
29175,0
23743,0
25212,0
8313,0
6916,1
17777,0
1891,0
12789,1
21070,0
20375,0
1342,1
15155,0
20097,0
14201,0
8617,1
24795,1
9516,0
12442,0
17575,0
19737,0
18163,0
25503,0
28499,1
13582,0
11087,0
6703,0
11866,0
4451,0
25122,0
13671,1
18393,0
22948,0
8479,0
26149,0
23854,1
26289,1
27005,0
12852,0
609,0
7024,1
13112,0
9063,1
16436,1
1952,0
18042,0
23888,0
25418,0
17452,0
20431,0
23370,1
28254,0
14153,1
2545,0
28322,0
5802,0
24403,0
23074,1
23761,1
12204,1
7379,0
18553,0
4274,1
26737,0
13357,0
20977,1
2493,1
19100,0
15448,0
50,1
29669,0
16642,1
67,0
24857,0
11633,0
8660,1
8412,0
3350,0
29388,0
23679,0
4305,0
15123,0
26498,0
5144,1
20064,0
19017,0
20844,0
9453,0
26962,0
14017,1
23258,0
28830,0
19625,0
19859,0
6727,0
171,0
9744,0
19858,0
18460,0
566,1
16709,0
18428,1
14610,0
26667,0
19193,0
20951,0
29290,0
21226,0
28094,1
21065,0
25809,0
24714,0
12655,0
25543,0
26271,0
28068,0
11741,0
29745,1
5145,1
6335,0
11282,0
16243,0
15594,0
2943,1
5247,0
4816,0
22979,0
9785,1
11110,0
3286,1
13117,0
1413,0
6079,0
28189,0
4385,0
3624,1
22673,0
10419,0
9832,1
22615,0
26642,0
7166,0
10594,0
8490,0
22225,0
10374,0
22912,0
9613,1
26062,0
17437,1
13369,0
17527,1
20242,0
5582,0
6074,0
13390,0
6330,0
12778,0
11312,1
26173,0
18842,0
22139,0
11331,1
26575,0
4637,0
21366,0
19104,0
3854,0
15973,0
4300,1
19357,0
15610,0
22341,0
18801,0
801,1
2563,0
6461,0
9899,0
26564,1
26162,0
7093,0
12090,0
8587,0
23935,0
7348,0
5405,0
14928,0
29353,0
15736,0
6192,0
29262,0
22610,0
10504,0
8155,0
24621,1
19418,0
5398,0
4757,0
27789,0
11387,0
27267,0
19758,0
23929,0
3847,0
15559,0
16113,1
25900,1
18321,0
20462,0
11558,0
22783,0
4024,0
5195,0
18260,1
223,0
3203,0
26727,0
11049,1
26169,1
15737,0
10431,0
14702,0
647,0
20024,0
7811,0
21789,0
26043,0
25040,0
27701,1
16335,0
10691,1
7338,0
8712,0
18795,0
23006,0
10525,0
19549,1
14848,0
3481,0
9235,1
28529,1
905,0
24563,0
366,0
4738,0
2223,0
27558,1
16875,0
14317,0
10422,0
623,0
9078,1
18712,1
23273,1
2101,1
10539,1
6208,0
21608,0
58,0
5127,0
29562,0
21737,0
1318,0
3352,0
5711,0
26377,0
5093,0
816,1
8882,1
25525,0
23585,0
10711,0
6310,0
12373,0
19250,0
2805,0
23062,1
20476,1
18040,0
1406,0
15350,0
5638,0
25208,0
8549,0
11467,0
16142,1
14039,0
9172,0
10434,0
6867,0
24332,0
3495,0
23433,0
5891,0
25441,0
15861,0
9841,1
16589,0
6232,0
21867,0
8637,0
17967,0
26934,0
27657,1
11278,0
2208,0
15538,1
15851,0
20716,1
22613,1
28179,0
12088,0
20216,0
6953,1
2780,0
2030,0
9147,0
21937,0
20388,0
23336,0
8388,0
6255,0
15019,0
27596,0
4848,0
29320,0
14805,0
15710,0
27452,0
27750,0
23830,0
19443,0
17280,0
8010,1
13452,0
21314,0
25385,0
11481,0
2211,0
12440,0
19197,0
12199,0
4094,0
13841,0
3876,0
22438,0
17413,0
25410,0
1027,0
14094,0
2297,0
16137,0
9397,0
14143,0
23401,0
4226,0
21005,1
3313,0
2863,0
16064,0
17954,0
16035,0
27431,1
5427,0
25968,0
3003,0
17415,0
20363,1
10564,1
29798,0
18633,0
26274,0
5441,0
7909,0
235,0
5709,0
19671,0
7034,0
16237,0
3603,0
20159,0
7859,0
14354,1
16397,0
11728,0
17625,0
16850,1
573,1
16401,0
19015,0
18258,0
18432,0
27110,0
22330,0
23358,0
29291,0
7030,0
3275,0
1941,0
6213,0
24501,0
7256,0
6528,0
19293,0
18658,0
15207,0
23020,0
20805,0
4703,0
21950,0
3194,0
16782,0
9876,0
6110,0
9415,0
16232,0
8463,1
17838,0
15967,0
3502,1
3561,1
8517,1
23031,0
7252,0
15646,0
19710,0
7215,1
9004,0
29464,1
1315,1
10178,0
29844,1
723,0
29264,0
5251,0
15634,0
1524,0
28534,0
5894,0
20686,1
20950,0
20612,0
13382,1
20398,0
2541,0
7653,0
20853,1
24493,0
25470,0
28669,0
7949,0
13068,0
8665,0
14385,0
2574,0
29336,0
1690,0
20041,0
2870,0
