LIMIT_BAL,PAY_SEP,PAY_AUG,PAY_JUL,PAY_JUN,PAY_MAY,PAY_APR,BILL_AMTSEP,BILL_AMTAUG,BILL_AMTJUL,BILL_AMTJUN,BILL_AMTMAY,BILL_AMTAPR,PAY_AMTSEP,PAY_AMTAUG,PAY_AMTJUL,PAY_AMTJUN,PAY_AMTMAY,PAY_AMTAPR,IS_DEFAULT
1860.0,2,2,2,2,2,2,1258.197,1290.902,1260.863,1343.602,1373.269,1401.882,62.0,0.0,103.788,55.8,55.8,0.0,1
5580.0,2,2,0,0,0,0,5648.758,5393.38,8149.218,3990.909,4058.799,4043.547,0.0,155.0,155.0,146.878,152.365,144.49099999999999,0
9920.0,-2,-2,-2,-2,-2,-2,-16.492,-16.492,-16.368,-41.416,-41.416,-41.416,0.0,0.124,0.0,0.0,0.0,0.0,0
1240.0,3,3,2,2,2,2,178.374,198.617,190.836,221.526,228.904,220.627,27.9,0.0,34.1,15.5,0.0,21.948,1
11780.0,-1,-1,-1,-1,-1,-1,1293.537,1369.518,2568.66,23.343,359.569,258.788,1369.518,2789.969,23.343,359.569,258.788,48.701,0
4650.0,1,2,2,4,3,2,3904.078,4095.41,4429.156,4312.007,4296.352,4384.857,301.754,449.5,0.0,62.0,164.3,155.0,0
3410.0,0,0,0,0,0,0,1971.414,1744.277,1660.05,1366.604,1304.387,1170.87,70.06,46.469,40.579,46.097,62.0,155.0,0
3410.0,0,0,0,0,0,0,3390.966,3072.1,1575.637,1606.854,1640.551,1674.403,75.392,114.266,57.35,59.427,61.008,60.45,0
3100.0,0,0,0,0,0,0,1420.017,1460.069,1240.837,1169.785,1098.547,1058.805,155.0,77.5,93.0,49.507,76.167,175.46,0
7440.0,-1,-1,-1,-1,-1,-1,369.086,1695.204,58.094,35.681,718.239,290.532,1710.177,58.094,35.681,718.239,290.532,12.276,0
1550.0,0,0,0,0,0,0,956.567,882.911,856.654,827.421,816.199,803.6129999999999,55.8,43.4,28.365,46.5,46.5,62.0,0
1550.0,0,0,0,0,0,0,841.588,856.189,650.907,651.558,637.236,629.362,51.305,41.013,22.754,32.798,12.586,0.0,0
6200.0,1,2,0,0,0,0,6330.572,5785.685,4277.473,2547.921,2602.884,2668.0769999999998,0.0,126.325,93.0,96.1,136.4,90.83,0
2480.0,2,-1,-1,0,0,0,3.1,30.38,892.7379999999999,911.338,466.147,0.0,30.38,892.7379999999999,31.0,31.0,0.0,0.0,0
1240.0,2,0,0,0,0,0,1068.57,968.006,939.951,933.8439999999999,1042.034,1105.615,62.0,93.0,93.0,124.0,93.0,62.0,1
7750.0,1,-2,-2,-1,-1,-1,-0.744,-0.744,-0.744,23.126,221.526,13.454,0.0,0.0,23.87,223.2,21.328,0.0,0
7130.0,0,0,0,0,0,0,2143.898,2285.072,2133.761,1907.554,803.334,1125.703,252.619,68.634,183.024,171.802,480.562,155.0,0
930.0,2,2,0,0,0,0,232.81,224.657,253.115,264.399,271.033,277.419,0.0,37.2,15.5,15.5,15.5,15.5,1
2480.0,0,0,0,0,0,0,2264.736,2316.816,2033.011,1982.109,2023.618,2063.918,91.543,72.323,70.928,73.439,73.935,76.198,1
3100.0,-1,-1,0,-1,-1,-2,53.475,673.0409999999999,325.097,24.18,0.0,0.0,673.0409999999999,31.0,24.18,0.0,0.0,0.0,0
7130.0,0,0,0,0,0,0,1681.068,653.852,572.911,483.879,179.862,2233.519,46.5,35.309,18.6,24.8,2176.076,93.0,0
15190.0,-1,-1,-1,-1,-1,-1,554.404,211.916,144.367,105.338,45.756,49.662,211.916,144.367,105.338,45.756,49.662,233.46099999999998,1
930.0,2,0,0,0,0,2,776.209,805.659,715.418,734.607,782.967,793.445,52.7,42.903999999999996,31.093,65.1,27.9,0.0,1
1240.0,0,0,0,0,0,0,1060.293,1050.435,1072.7549999999999,1115.07,1107.041,1220.16,58.28,49.6,703.793,39.68,143.592,0.0,0
13950.0,-2,-2,-2,-2,-2,-2,-0.279,57.164,0.0,0.0,0.0,0.0,57.443,0.0,0.0,0.0,0.0,0.0,1
1550.0,2,0,0,0,0,0,1504.647,938.401,814.773,822.957,840.689,858.607,62.0,62.0,31.0,31.0,31.868,31.0,1
620.0,1,4,3,2,3,2,597.556,579.421,559.4879999999999,575.143,603.415,512.213,0.0,0.0,31.0,43.4,0.0,93.0,0
8060.0,0,0,0,0,0,0,3658.868,3521.941,3343.4429999999998,3193.961,3053.0969999999998,2411.273,135.749,113.77,124.0,124.0,93.0,93.0,0
310.0,-1,2,-1,-1,2,2,6.2,3.1,11.47,54.746,46.376,259.036,0.0,11.47,46.376,0.0,217.0,0.0,0
15500.0,-2,-2,-2,-2,-1,0,0.0,0.0,0.0,6.758,370.729,424.452,0.0,0.0,6.758,370.729,62.0,12.493,0
2170.0,0,0,0,0,0,0,1073.995,1116.651,995.968,845.215,841.123,813.254,62.0,55.924,34.1,31.155,46.624,31.217,0
3100.0,-2,-2,-2,-2,-2,-2,98.146,213.776,12.896,12.896,12.896,12.772,213.776,12.896,12.896,12.896,12.772,37.913,0
1550.0,-2,-2,-2,-2,-2,-2,0.0,19.034,0.0,0.0,0.0,0.0,19.034,0.0,0.0,0.0,0.0,0.0,0
12400.0,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8370.0,-1,-1,0,0,0,0,99.107,1896.084,1895.495,1927.766,1925.8129999999999,1828.845,1896.084,124.0,155.0,186.0,155.0,155.0,0
8060.0,0,-1,-1,-1,-1,0,122.54299999999999,122.54299999999999,122.54299999999999,122.54299999999999,510.44599999999997,441.626,122.54299999999999,122.54299999999999,122.54299999999999,510.44599999999997,62.0,161.727,0
7750.0,0,0,0,0,0,0,2251.158,2262.132,1348.407,430.187,446.245,435.953,117.8,93.0,139.5,93.0,155.0,186.0,0
11160.0,-1,-1,-1,0,-1,-1,875.595,248.527,610.793,231.694,84.971,295.306,249.767,612.684,1.147,85.312,296.763,789.322,0
7130.0,0,0,0,0,0,0,3723.503,3481.331,3242.197,3048.323,2756.179,2445.032,139.531,142.135,103.168,108.5,89.032,93.0,0
3410.0,0,0,0,0,0,0,2614.602,2772.826,1195.98,1220.129,1302.651,1343.044,206.367,62.0,43.958,102.486,62.0,62.0,0
1550.0,-1,-1,-1,-1,-1,-1,9.796,8.741999999999999,9.796,9.796,9.796,9.796,8.741999999999999,10.85,9.796,9.796,9.796,9.796,0
2480.0,0,0,0,2,0,0,1221.71,1285.26,1435.517,1405.044,1298.497,1196.6,93.0,186.0,0.0,63.022999999999996,155.0,46.5,0
310.0,0,0,0,0,0,0,145.545,177.289,208.72299999999998,236.096,241.149,268.026,34.193,34.627,31.0,8.866,31.0,6.2,1
620.0,1,2,2,-2,-2,-2,324.694,310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
6200.0,-1,-1,-1,0,-1,-1,25.854,5.115,207.142,497.395,145.049,8.68,5.115,207.142,310.0,145.049,8.68,0.0,0
5580.0,0,0,0,0,0,0,2903.088,2852.527,2702.363,2579.355,2634.876,2781.413,131.626,93.0,96.1,99.2,232.5,90.396,0
3720.0,0,0,0,0,0,0,3310.025,3370.165,3129.047,3191.109,3264.517,3305.127,118.11,114.7,113.398,124.0,139.965,108.5,0
2480.0,0,0,0,0,0,0,204.972,220.658,245.82999999999998,206.894,211.10999999999999,0.0,36.828,31.0,4.123,4.216,0.0,43.617,1
6820.0,-1,-1,-1,-1,-1,-1,108.004,209.002,124.868,110.856,73.718,184.326,209.498,124.868,110.856,73.718,184.326,46.159,0
11160.0,-1,-1,-1,0,0,0,252.34,0.0,634.57,321.067,264.74,0.0,0.0,634.57,6.417,0.0,0.0,98.735,0
1550.0,0,0,0,0,0,0,1537.724,912.919,496.155,510.632,560.232,570.555,62.0,49.6,31.0,62.0,19.158,62.0,0
4650.0,-1,0,0,0,-1,-1,726.237,782.812,589.124,471.386,44.113,276.613,172.174,157.17,157.356,45.167,280.457,704.32,0
2170.0,0,0,0,0,0,0,2097.491,2122.942,2148.579,1141.048,1169.754,1188.943,105.679,90.148,40.858,47.12,43.4,47.244,0
620.0,1,2,2,2,2,3,262.973,315.766,337.001,322.462,374.387,359.414,62.0,31.0,0.0,62.0,0.0,0.0,1
4650.0,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1240.0,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5270.0,0,0,2,2,2,2,4127.619,4301.839,4496.55,4545.871,4637.693,4885.631,370.016,412.734,179.831,179.8,341.0,31.0,0
6820.0,2,0,0,2,0,0,1493.146,1524.084,1448.6299999999999,1416.08,1446.181,1534.717,65.1,120.9,0.0,57.598,117.8,0.0,0
3410.0,0,0,0,0,-2,-2,3377.016,3446.239,3370.94,0.0,0.0,0.0,123.721,73.625,0.0,0.0,0.0,0.0,1
930.0,0,0,0,0,0,0,904.797,906.874,936.386,1806.897,915.182,933.193,46.655,45.167,31.496,37.417,49.6,31.0,0
7130.0,0,0,0,0,0,0,6057.679,6306.392,5604.366,2958.795,1954.488,3098.791,677.164,437.255,654.844,78.12,1579.791,82.77,0
8370.0,-2,-2,-2,-2,-2,-2,354.051,187.85999999999999,129.58,56.823,15.841,205.685,62.0,31.0,0.062,0.031,206.708,31.806,0
11160.0,2,2,3,2,0,0,9033.71,9205.016,8802.233,8253.626,8004.107,3535.612,710.303,217.0,0.0,263.5,159.495,3286.0,1
5580.0,0,0,0,2,0,0,5245.975,5359.528,5658.523,5459.069,5530.121,5641.566,241.8,434.31,0.124,199.361,204.6,206.925,0
11160.0,1,-2,-1,-1,-2,-2,0.0,0.0,254.47899999999998,-1.271,-1.271,-1.271,0.0,254.47899999999998,0.0,0.0,0.0,0.0,1
8680.0,0,0,0,0,0,0,8342.844,8251.053,6670.487,5712.37,4059.574,2858.665,349.308,254.076,194.711,136.493,109.492,108.81,0
5270.0,0,0,0,0,0,0,1703.667,1750.322,1798.713,1846.36,1904.702,1966.0819999999999,93.0,77.5,77.5,93.0,93.0,82.181,0
1550.0,0,0,0,0,0,0,1491.441,1475.073,1205.807,625.89,608.623,590.085,65.1,52.39,362.7,37.2,37.2,31.0,0
4960.0,-1,-1,-1,0,-1,-1,10.075,10.075,20.15,10.075,14.725,20.15,10.075,20.15,0.0,14.725,20.15,19.375,0
4960.0,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,22.971,0.0,0.0,0.0,0.0,22.971,0.0,0.0,0
4960.0,0,0,0,0,0,0,4757.57,4696.066,4754.718,2913.101,2994.197,2995.313,310.0,142.6,148.8,155.0,93.0,31.0,0
1550.0,2,2,0,0,0,0,2923.207,1530.687,1278.657,304.358,279.093,285.293,173.6,49.445,15.655,15.5,15.5,20.429,0
1550.0,2,0,0,0,0,0,1580.566,1506.569,552.265,507.222,455.514,419.12,41.075,46.872,16.492,15.934,16.244,11.904,0
5580.0,0,0,0,-1,-1,-1,3139.711,3182.15,0.0,30.225,143.995,31.0,144.15,0.0,30.225,143.995,31.0,0.0,0
6510.0,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
620.0,1,2,2,-2,-2,-2,664.857,640.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
17670.0,-1,-1,-1,-1,-1,-1,127.689,-31.961,158.1,159.65,159.65,159.278,0.0,356.5,161.2,159.65,159.278,2524.578,0
8680.0,-1,-1,-1,-1,-1,-1,171.151,-0.217,46.035,177.537,38.657,63.147,0.217,46.252,177.537,38.657,63.147,834.52,0
1550.0,1,2,0,0,0,0,1533.539,1332.473,1249.517,544.825,455.421,446.183,0.0,68.169,31.0,155.0,62.0,155.0,1
620.0,1,2,2,2,0,0,515.406,498.201,595.355,611.072,596.719,1205.9,0.0,107.663,31.0,22.537,34.1,34.1,1
930.0,-1,-1,2,0,0,0,287.122,365.552,350.641,366.42,420.298,628.401,93.0,0.0,31.0,65.1,217.0,0.0,1
7440.0,0,0,0,0,0,0,6912.256,7051.353,6844.924,6757.721,6881.411,6643.92,263.314,240.62199999999999,222.456,232.655,225.463,232.779,0
930.0,2,0,0,0,2,2,796.39,828.289,860.994,893.079,942.369,922.56,44.795,46.5,46.5,68.2,0.0,37.2,0
2790.0,0,0,0,0,0,0,882.787,890.258,894.257,891.157,904.487,913.012,62.0,62.0,62.0,62.0,62.0,62.0,0
1860.0,0,0,0,0,0,0,1754.538,1466.641,782.037,807.209,852.283,818.896,93.0,62.0,46.5,62.0,46.5,46.5,0
15500.0,0,0,0,0,0,-1,6315.599,4565.959,1983.814,1255.531,348.688,129.859,311.33299999999997,250.418,310.0,310.0,130.2,0.0,0
2170.0,0,0,0,0,0,0,2076.287,2136.024,2134.753,1048.079,1077.684,1146.6589999999999,93.403,81.437,37.51,46.5,93.0,62.0,1
4340.0,2,2,2,0,0,2,933.751,1032.765,1007.035,1027.402,1098.733,1076.444,124.0,0.0,46.5,93.0,0.0,46.5,0
930.0,3,2,2,2,0,0,988.745,963.821,961.062,926.249,910.842,716.41,0.0,71.3,0.0,30.876,31.0,0.0,0
4340.0,0,0,0,0,0,0,2427.734,2512.519,2567.11,2589.864,2656.4519999999998,2710.175,124.0,124.0,93.0,108.5,97.898,248.0,0
8990.0,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
11160.0,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
930.0,0,0,0,0,2,2,903.96,908.362,920.638,965.867,983.134,945.376,46.314,45.446,77.531,54.528999999999996,0.0,493.272,0
5270.0,-1,-1,-1,-1,-1,-1,57.97,0.0,12.4,31.0,0.0,38.533,0.0,12.4,31.0,0.0,38.533,214.272,0
8990.0,-1,-1,-2,-1,-1,-2,63.612,128.526,21.7,156.705,21.514,99.417,128.526,21.7,157.387,21.514,99.417,0.0,0
8370.0,1,1,-2,-2,-2,-1,22.196,-47.244,-116.684,-0.124,-595.355,1314.958,0.062,0.062,186.062,0.062,1997.826,155.062,0
6200.0,-1,-1,-1,-1,-1,-1,42.687,16.368,6.696,40.641,88.102,0.0,24.552,6.696,40.641,88.102,0.0,19.313,1
4340.0,-1,-1,-1,-1,-1,-1,9.796,9.796,9.796,9.796,19.592,4.65,9.796,9.796,9.796,19.592,4.65,9.796,0
7130.0,-2,-2,-2,-2,-2,-2,58.156,58.156,58.156,88.288,58.156,143.654,58.156,58.156,88.288,58.156,143.654,58.156,0
2480.0,0,0,0,0,0,0,2382.877,1610.016,874.851,893.079,606.081,617.675,49.6,40.3,26.629,93.0,24.8,1550.0,0
10850.0,0,0,0,0,0,0,7152.878,7203.842,7261.874,6550.579,6537.807,5922.147,294.593,279.465,232.841,248.341,228.191,217.341,0
1550.0,0,0,0,0,0,0,1584.813,1570.026,1275.65,942.555,950.801,950.584,64.759,67.89,34.1,39.400999999999996,39.184,86.118,0
1550.0,0,0,0,0,0,0,1553.5339999999999,1577.683,1539.46,922.002,908.641,921.909,61.721,58.125,32.364,32.86,37.541,36.549,0
12090.0,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.101,1
2480.0,1,-2,-1,-1,-2,-2,0.0,0.0,9.3,0.0,0.0,0.0,0.0,9.3,0.0,0.0,0.0,15.5,0
4650.0,-2,-1,-1,0,0,0,849.834,311.643,4711.876,4735.343,4769.164,4688.812,312.976,4845.052,145.7,155.589,164.3,155.062,0
310.0,0,0,0,0,0,2,251.379,285.789,316.2,300.514,300.204,306.032,43.4,40.3,15.5,31.0,15.5,0.0,0
3100.0,1,2,0,0,0,0,3027.739,2861.641,2806.089,2481.581,2369.826,2381.265,0.0,112.56099999999999,93.0,93.0,86.8,83.607,0
9610.0,0,0,0,0,0,0,1513.265,1227.383,3234.571,2375.685,1432.789,1706.395,63.953,2376.181,220.999,93.0,310.0,310.0,0
2480.0,0,0,0,0,0,0,1441.996,933.782,747.069,240.684,148.924,316.851,465.899,156.488,7.099,9.393,186.558,15.5,0
1240.0,-1,2,2,-1,0,0,24.18,12.09,0.0,36.27,24.18,0.0,0.0,0.0,36.27,0.0,0.0,0.0,1
5580.0,-2,-2,-2,-2,-2,-2,33.821,63.922,0.0,0.0,186.527,0.0,63.922,0.0,0.0,186.527,0.0,0.0,0
3100.0,1,3,2,0,0,-1,257.641,248.96099999999998,179.49,119.66,80.569,84.072,0.0,0.0,0.0,0.0,84.072,0.0,0
4340.0,-2,-2,-2,-2,-2,-2,33.914,13.051,-0.186,71.889,125.581,12.958,13.082,0.0,72.075,125.953,12.989,30.039,0
7130.0,-1,-1,-1,-1,-1,-1,12.276,12.276,12.276,12.276,12.276,16.926,12.276,12.276,12.276,12.276,16.926,12.276,0
620.0,1,2,0,0,2,2,317.688,334.273,381.021,454.646,442.959,543.275,31.0,62.0,89.9,0.0,108.5,0.0,1
2790.0,0,0,0,0,0,0,724.749,735.165,753.61,761.391,707.699,697.066,43.461999999999996,42.997,31.868,25.296,24.924,30.597,0
1550.0,0,0,0,0,0,0,505.393,1479.134,1516.396,616.7139999999999,637.732,658.13,992.0,62.0,31.0,31.0,31.0,62.0,0
1550.0,0,0,0,0,0,0,687.797,736.405,674.932,698.771,709.001,743.659,155.0,63.519,155.0,46.5,46.5,93.0,0
1550.0,0,0,0,0,0,0,1454.706,1523.991,1530.346,912.671,931.891,890.568,93.0,46.5,31.744,32.984,31.899,31.713,0
6200.0,-1,-1,-1,0,-1,-1,414.873,36.673,456.134,370.078,9.393,101.122,36.673,456.134,0.0,9.393,101.122,112.685,0
620.0,1,2,3,2,0,0,579.049,631.78,612.343,593.96,609.491,614.296,71.3,0.0,0.0,24.428,17.298,6.138,1
12400.0,0,-1,0,0,-1,-1,339.915,287.68,421.042,225.432,12.834,334.769,287.773,225.556,0.217,12.927,334.862,657.262,0
620.0,0,0,0,0,0,0,550.56,609.026,555.582,585.745,599.075,615.629,201.5,62.0,62.0,46.5,31.0,31.0,0
1240.0,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.0,0.0,0.0,0
7440.0,0,0,0,0,0,0,4161.595,4248.364,4284.107,4370.473,4284.634,4376.797,153.977,152.396,154.442,155.527,163.432,161.2,0
7440.0,-1,-1,-1,0,0,0,155.744,532.611,880.245,762.042,332.165,289.726,535.277,882.663,374.139,0.651,92.318,802.745,0
2480.0,0,0,0,0,0,0,2188.29,1927.022,1604.87,1534.686,1417.382,1446.46,68.2,62.0,62.464999999999996,52.7,52.7,62.0,0
5580.0,0,0,0,0,0,0,3774.064,3754.875,3797.438,3841.396,3895.491,3951.198,136.586,136.307,136.555,146.041,156.24,141.701,0
620.0,0,0,0,0,2,0,123.318,162.719,197.222,224.936,216.845,224.068,46.5,42.222,31.0,0.0,10.85,9.3,1
620.0,0,0,0,0,0,0,572.477,592.286,610.39,610.204,610.607,615.319,41.168,40.362,21.266,21.730999999999998,26.505,30.628,0
620.0,-1,-1,-1,-1,-1,-1,297.538,0.0,89.559,0.0,44.888,0.0,0.0,89.559,0.0,44.888,0.0,0.0,0
11160.0,-1,-1,-1,-1,-1,-1,29.357,126.325,197.935,30.721,143.592,62.434,127.038,198.431,30.907,143.871,62.434,0.155,0
4030.0,-1,-1,0,0,0,0,194.649,336.722,182.218,474.486,248.465,184.915,342.674,160.332,452.383,22.537,161.882,130.2,0
930.0,2,2,8,8,8,8,74.4,74.4,74.4,74.4,74.4,74.4,0.0,0.0,0.0,0.0,0.0,0.0,1
3410.0,1,2,0,0,0,0,241.831,163.959,306.683,309.566,309.411,363.134,0.0,155.0,15.5,12.4,62.0,0.0,0
930.0,6,5,4,3,2,0,1027.154,1002.881,973.307,939.951,930.0,897.7909999999999,0.0,0.0,0.0,0.0,155.0,0.0,0
2480.0,0,0,0,0,0,0,908.982,885.453,788.733,892.49,927.799,737.676,93.0,93.0,124.0,46.5,31.0,62.0,1
10850.0,0,0,0,-1,-1,-1,4486.258,6636.325,3180.631,3091.785,3321.03,0.0,3100.372,1941.685,3091.785,3321.03,0.0,0.0,0
1550.0,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3410.0,0,0,0,0,0,0,2601.334,2636.984,2448.907,2209.556,2119.935,1936.725,124.682,102.3,62.0,93.0,77.5,71.61,0
5580.0,-1,-1,-2,-2,-2,-2,4.154,11.067,8.928,25.947,14.477,491.908,11.067,8.928,25.947,14.477,491.908,10.881,0
13640.0,0,0,0,0,0,0,10058.539,10047.379,8925.892,8924.652,8583.962,6877.846,344.999,319.3,344.038,347.2,372.0,4073.4,0
3100.0,0,0,0,0,0,0,2825.371,2883.837,2942.675,3001.947,3065.714,3115.5,81.685,83.328,84.258,88.474,77.5,0.0,0
6200.0,-2,-2,-2,-2,-2,-2,168.888,236.096,457.901,61.163,294.5,1260.057,236.096,457.901,61.163,294.5,1260.057,18.259,0
4340.0,0,0,0,0,0,0,4084.684,4174.274,4287.393,3715.195,3796.167,3890.0969999999998,201.5,232.5,155.0,145.7,162.068,139.5,0
7130.0,1,-1,-1,-1,0,-1,-0.6819999999999999,7.037,107.88,110.205,57.35,48.98,7.719,107.88,110.205,0.0,48.98,16.12,1
310.0,-2,-2,-2,-1,0,0,12.09,12.09,24.18,545.135,567.331,578.553,12.09,24.18,545.135,31.0,20.677,21.451999999999998,1
8680.0,0,0,0,0,0,0,5705.55,5323.134,4803.14,4243.714,4292.477,3982.663,219.728,189.317,155.0,156.767,155.155,1550.372,0
9610.0,-2,-2,-2,-2,-2,-2,82.057,130.386,57.598,94.767,78.678,95.139,130.386,57.598,94.767,78.678,95.139,204.321,1
8060.0,0,-1,-1,0,0,0,97.34,84.94,3321.309,3260.828,3236.958,3316.69,84.94,3321.309,124.0,124.0,145.576,155.0,0
8370.0,-1,-1,-1,-2,-1,-1,1204.04,6.107,-1.891,-1.891,626.417,16.678,6.107,0.0,0.0,628.308,16.678,929.845,0
1550.0,0,0,0,0,0,0,1517.574,1091.603,1035.524,580.537,427.58299999999997,599.974,62.0,124.155,31.0,31.0,186.0,31.0,0
13950.0,-1,-1,-1,-1,-1,-1,35.185,35.185,35.185,35.185,35.185,35.185,35.185,35.185,35.185,35.185,35.185,35.185,0
5890.0,1,-2,-2,-1,0,-1,-18.476,-33.232,-47.988,1262.723,337.156,90.117,0.0,0.0,1348.5,62.0,90.117,93.0,0
8990.0,0,0,0,0,0,0,1320.631,1082.737,993.054,918.22,924.482,883.562,155.0,186.31,155.0,37.2,62.0,27.931,0
14880.0,-1,-1,-1,0,0,0,415.586,224.22299999999998,3006.287,2077.93,754.354,889.669,425.816,3006.659,0.124,7.471,490.389,897.946,0
11160.0,0,-1,-1,-1,0,-1,943.857,292.268,362.824,590.116,1275.557,1665.723,311.612,364.777,621.116,688.417,1704.411,69.037,0
11780.0,-1,-1,-1,-1,-1,-1,10.106,771.869,87.29599999999999,364.963,725.307,327.081,771.869,87.29599999999999,364.963,725.307,327.081,1342.362,0
620.0,0,0,0,0,0,0,286.719,323.609,354.888,358.391,378.851,398.815,46.5,46.097,18.6,31.0,31.0,31.0,1
1550.0,0,0,0,0,0,0,1222.299,1225.988,1224.19,1202.831,1118.697,780.859,55.211,54.87,35.588,36.394,29.419,18.29,0
13950.0,0,0,0,0,0,0,13984.503,14268.091,14126.731,13998.329,13306.285,12138.329,573.5,620.0,527.0,505.3,437.348,496.0,0
1550.0,2,2,2,0,0,0,1496.773,1511.777,1113.427,835.326,696.198,730.639,52.7,0.0,32.116,25.326999999999998,46.066,108.5,1
11780.0,0,0,0,0,0,0,3288.015,3037.349,3118.569,2513.697,2566.583,2644.331,104.935,126.294,80.352,83.576,110.639,162.44,0
4650.0,-2,-2,-2,-2,-2,-1,45.384,48.856,8.184,10.23,41.85,11.966,49.166,8.184,10.23,41.85,11.966,39.028999999999996,0
1550.0,0,0,0,0,0,0,658.719,643.901,546.406,312.418,299.274,299.088,51.119,40.3,15.5,15.5,9.3,15.5,0
4650.0,1,-2,-2,-2,-2,-2,-8.866,-8.866,-8.866,-8.866,-8.866,-8.866,0.0,0.0,0.0,0.0,0.0,23.25,0
1550.0,0,0,0,0,0,0,1214.487,1227.817,529.17,404.178,276.024,146.94,62.0,46.5,108.5,18.6,15.5,124.0,0
1550.0,0,0,0,0,0,0,1075.545,1195.391,1118.666,1021.295,909.788,730.67,186.403,93.341,31.589,31.589,62.464999999999996,0.527,0
7130.0,-1,-1,-2,-2,-2,-2,115.971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.31,1
9610.0,-1,-1,-1,-1,-2,-2,420.36,-2.015,201.5,0.0,0.0,0.0,0.0,203.515,0.0,0.0,0.0,0.0,0
9610.0,-1,-1,-1,-1,-1,-1,111.445,126.263,349.153,84.01,73.501,71.858,126.263,350.951,84.01,73.501,71.858,134.912,0
1550.0,0,0,0,0,0,0,1570.398,1518.969,1531.028,1514.443,1480.715,1492.495,73.067,54.126,50.467999999999996,47.12,68.262,28.954,0
7440.0,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12400.0,-1,-1,-1,-1,-1,-1,35.339999999999996,29.047,51.553,155.589,295.709,52.607,29.14,51.677,156.209,296.949,52.793,398.536,0
2790.0,0,0,0,-2,-2,-2,534.657,362.421,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0
1550.0,2,2,2,0,0,0,322.803,400.613,372.93,392.15,415.555,427.58299999999997,93.0,0.0,46.5,46.5,31.0,46.5,0
7750.0,0,0,0,0,0,0,4840.805,4763.057,4759.585,4746.782,4636.484,4726.57,172.35999999999999,211.079,168.733,166.656,175.615,186.0,0
6200.0,0,0,0,0,2,0,2067.359,2030.965,1534.252,1605.862,1205.776,1129.516,73.222,52.886,129.73499999999999,0.46499999999999997,47.647,32.984,0
310.0,0,0,0,0,0,-2,449.438,232.87199999999999,226.548,163.525,0.0,0.0,69.688,34.72,11.625,0.0,0.0,0.0,0
9610.0,0,0,0,0,0,0,1016.242,1041.197,1226.732,1382.538,1567.67,2012.396,353.586,333.963,335.389,488.746,639.995,155.0,0
10540.0,1,-1,-1,0,0,-1,0.0,40.951,1085.868,1085.868,263.5,49.972,40.951,1085.868,0.0,0.0,49.972,0.0,1
6820.0,0,0,0,0,0,0,4480.864,4261.415,4167.0199999999995,4094.046,4070.889,4044.8179999999998,201.5,145.7,155.0,155.0,155.0,310.0,0
15500.0,0,0,0,0,0,0,4700.53,4675.544,3631.03,4539.733,3795.609,2589.585,374.294,310.0,1257.391,389.05,644.893,2036.018,0
2480.0,0,0,0,0,0,0,1629.484,1664.1109999999999,1763.683,1829.651,3644.608,2258.939,60.853,127.72,95.139,68.665,930.0,93.0,0
6200.0,0,0,0,0,0,0,3207.167,3457.771,3528.079,1109.7069999999999,1118.697,1193.655,310.0,155.0,43.772,40.3,93.0,0.0,0
8370.0,-2,-2,-2,-2,-2,-2,2243.284,2017.914,951.824,383.873,4460.094,467.511,2019.34,953.963,383.873,4481.67,622.511,3496.521,0
3100.0,2,0,0,0,0,0,1315.64,1342.393,1094.424,1034.315,907.06,932.263,49.569,62.0,46.5,46.5,40.3,124.0,1
3100.0,1,3,3,2,2,2,3090.049,3138.719,3061.808,2984.897,3164.139,2539.861,124.0,0.0,0.0,236.499,0.0,585.745,1
