,EAD
12930,18.104
23992,557.876
20003,104.656
1200,3357.3
12827,350.858
19032,200.88
23871,2628.087
11341,4755.152
23610,5213.549
19041,949.84
5409,0.0
13526,1072.042
22867,449.996
4366,1542.932
734,1430.092
21053,1949.776
15579,947.391
15408,4152.574
1791,577.53
3869,0.0
20627,12.09
24175,2076.845
1861,255.967
3476,4450.608
7273,845.37
61,2194.8
16935,900.86
14565,44.609
22841,387.903
21802,118.172
9394,1390.319
8918,2116.122
16462,1248.308
14902,2058.214
17887,1635.343
19749,1578.892
25273,1576.04
13666,443.92
22758,2607.1
14103,43.059
25911,1275.65
20405,1533.198
28388,898.752
819,476.78
13892,587.481
24099,94.333
3734,591.263
27676,791.43
12246,880.896
25631,0.0
13957,50.406
10138,0.0
27436,8090.721
29594,3304.972
14843,161.045
7902,745.333
725,221.309
2904,999.316
10501,923.335
27356,1616.96
20883,2174.402
16565,8.184
15116,642.537
21441,220.038
22889,3548.88
23759,560.604
27940,2466.763
16118,332.413
2449,856.561
13433,25.916
23193,919.057
18914,8444.369
28069,50.778
14830,124.496
2050,1690.399
19018,1466.393
5455,3439.326
4334,10.106
3364,0.0
14365,1356.343
23618,1656.547
14666,2245.95
17282,-0.496
15343,0.0
7689,515.995
12408,0.0
9431,762.941
18100,0.0
23361,4774.899
29366,-2.263
5911,2924.757
333,0.0
20263,1519.992
1058,627.905
10078,9061.362
17509,518.785
20829,0.0
29921,73.904
18184,1004.214
12341,4110.166
26422,2786.931
16269,0.0
8356,710.396
16042,2410.715
8501,570.276
22699,1031.618
17061,5438.485
11204,4179.916
22474,499.937
10951,7849.107
1699,67.146
10162,1601.522
26661,1883.56
10023,265.701
10968,664.857
6241,8731.553
6007,0.0
17371,12.896
21332,6131.552
18989,28.024
23902,521.73
9240,25.823
11179,1262.785
22130,0.0
1568,0.0
22318,2178.742
7938,937.006
312,338.954
19077,161.789
1244,244.187
29718,1565.872
27148,10.106
29362,4868.581
29467,147.87
3619,102.269
14501,243.009
11145,2369.64
16421,331.142
4745,-0.62
21713,147.095
519,2909.164
10090,891.2189999999999
2842,3378.783
8037,4731.53
16012,2453.898
28700,3859.283
15955,804.512
27824,2226.792
5261,954.211
3402,0.0
22467,201.872
12690,786.346
8172,976.717
16904,2438.181
12521,418.624
27229,1255.779
14286,17.05
21944,578.894
6597,1933.811
5630,3131.713
21380,-8.711
2693,990.636
28216,756.741
17000,214.396
3658,1659.802
5429,4367.311
25645,-2.294
26481,3678.956
6244,0.0
146,597.3389999999999
18739,71.858
16986,12.09
17067,279.93
15869,112.344
3979,2222.762
13725,52.514
5297,-0.248
29259,663.493
7942,0.0
15923,891.746
3739,2771.958
20437,3055.98
25488,2529.631
11205,3900.544
11154,251.875
25933,4447.818
14263,877.021
26472,205.747
3534,494.512
27000,118.823
27566,1546.745
29882,983.444
21935,36.704
25435,109.275
12961,218.891
6501,33.635
13049,818.834
896,2870.91
9046,776.24
15805,3551.236
27354,1100.128
4665,1435.517
19283,0.0
26608,174.902
23713,1797.194
10932,1747.78
24484,544.918
2661,143.344
5736,282.906
15586,1015.498
17422,11315.713
26762,118.11
6519,1432.262
17607,12.71
14677,12.09
13354,1538.902
15114,9.796
26485,45.043
8495,814.122
9826,524.458
4346,0.0
5757,5612.395
14849,24.18
4953,4977.98
12805,4001.914
22482,498.914
21139,5299.543
17966,957.652
6766,354.795
15976,233.461
14228,2231.721
9456,1541.692
9091,482.112
12923,917.445
25031,153.667
3225,3611.407
26246,136.152
26211,1491.565
21039,3079.54
27328,-2.914
19548,100.781
5184,1190.245
9144,274.04
21492,316.51
24364,-1.457
19348,3520.67
22958,670.778
18935,10.106
21357,13877.77
21882,464.907
23207,1367.565
6309,8182.233
6761,2669.596
29939,338.024
2509,967.262
6322,19.716
2660,1041.259
11121,854.701
1954,628.432
12452,3855.222
16624,410.099
19089,357.957
8650,1027.154
7815,4439.2
21443,867.6899999999999
18076,4699.414
10371,9.796
13996,55.242
23816,12.09
6874,1995.098
3691,0.0
9776,19.592
29579,12.09
6481,1434.587
18400,425.878
8976,3182.026
739,537.23
2985,51.119
6288,2688.103
18929,385.02
23719,2483.286
4227,326.895
8697,4700.53
19635,372.0
13924,475.695
19210,2925.563
5673,0.0
24384,111.011
17828,45.663
19413,1589.587
44,586.737
20225,610.111
26206,731.941
9286,3295.238
2317,-6.2
229,593.774
16075,38.719
2041,0.0
16819,3702.64
24687,1730.761
11065,1760.459
3789,37.107
27190,273.451
12806,12.276
3972,42.16
22152,2342.484
1709,79.112
29926,0.0
6658,196.757
25029,467.79
29520,39.37
6920,1416.111
20450,305.691
21352,212.474
24526,2474.978
17830,2663.334
26277,121.799
9658,521.761
11360,0.0
27399,1010.476
13400,240.684
11816,14278.879
8157,4706.389
29212,0.0
6541,12.276
18560,0.0
16973,7236.671
24759,2334.114
15986,16.678
3099,573.097
23697,2739.253
1191,18.104
14685,369.396
24375,32.55
10444,294.159
4858,2718.855
18339,12.09
11913,0.0
29478,0.0
16561,1482.172
11099,-0.62
10048,0.0
5849,1938.43
25092,0.031
29226,1008.616
29304,66.774
7855,830.7379999999999
9747,2155.523
22674,7880.789
1777,1273.914
134,882.012
5681,576.569
7421,6447.287
11690,45.663
17318,459.854
5857,0.0
17053,219.914
9771,870.387
28086,3553.034
28808,835.45
8790,1597.895
8087,2609.828
10135,588.225
24809,564.355
1585,2291.024
24108,25.823
1581,581.808
26669,528.798
27177,3784.604
2818,0.0
18197,0.0
22798,77.5
26076,363.165
3767,0.0
22666,68.076
21880,1147.155
6480,5556.688
10506,2458.238
13824,1799.643
119,1557.874
14640,4853.298
7456,2841.336
18050,0.0
20059,113.584
9625,3594.047
21507,0.0
11054,967.758
20784,6610.316
2770,3486.26
11657,1336.038
26835,245.024
307,0.0
5896,33.418
1156,118.42
2177,916.608
8770,418.128
19270,1073.84
6978,241.645
10122,2095.972
23663,85.901
667,777.418
8354,0.0
9190,319.796
25904,303.087
1749,2451.232
26757,1609.613
16593,7.068
13565,18.476
27800,5348.213
3218,1033.23
18782,86.831
18738,6523.547
2675,3896.762
18063,1373.61
21557,1089.278
21480,0.0
29700,93.496
15001,2241.982
22851,4978.476
95,2595.475
22846,12.09
10997,1923.922
12978,2967.196
3019,578.429
27635,1474.329
18714,1430.309
7853,12.896
14502,33.759
26556,1105.863
8647,194.649
6862,4499.433
12174,72.354
23698,2613.3
8211,518.568
10358,-9.145
20603,4922.738
28600,287.866
10949,69.037
13306,0.0
15080,4860.025
21951,177.72299999999998
24049,2414.931
23773,592.937
27470,1490.976
12114,1303.705
24202,1308.138
26128,4629.881
28675,44.981
5201,409.2
5468,745.55
4694,464.349
14761,23.746
25778,1566.151
6017,1341.432
9345,13.919
2918,10983.424
23176,2268.146
15483,4969.393
28284,685.441
24647,188.201
26324,23.467
23928,454.615
20157,1324.351
27065,508.989
21167,2099.63
29039,1339.51
14896,2395.153
13719,751.13
19368,19.406
28115,0.0
12621,3501.543
22540,0.0
13802,343.604
18448,2766.44
14953,1535.368
18874,-0.279
4484,824.197
18421,10.23
29737,74.4
21954,828.785
7109,998.665
29626,1372.37
27442,27.838
15702,260.927
20475,3636.393
14434,19.809
24398,191.518
2854,1582.798
17550,86.056
17051,595.2
2594,284.766
4810,908.951
13998,24.18
14910,236.809
19234,126.666
764,7467.218
21487,92.318
13386,1249.641
28592,1305.844
4025,39.277
9062,862.296
23296,6656.041
26292,3078.362
25944,0.0
2221,14247.6
331,296.329
11386,78.616
21644,1787.894
28663,4.34
16394,33.046
25927,12.028
6779,871.286
19101,276.21
9158,811.487
15032,122.388
5601,4428.226
18111,6800.656
14839,3616.026
16660,23.932
13002,3585.832
23578,82.67699999999999
10013,1389.978
2042,882.167
7267,1748.772
23232,2733.456
25439,2161.475
16553,2546.65
9981,204.569
10511,3267.896
5860,337.094
27982,2070.955
9802,13.671
13333,2227.536
20786,680.822
24556,0.0
22990,7015.889
3086,12.4
5387,2331.293
9570,624.278
21086,0.0
24051,637.577
3232,959.574
24374,0.0
23202,73.966
13420,1324.227
22766,411.618
29318,1523.309
23625,3330.175
4731,34.782
26029,4186.054
14621,311.054
11400,6436.437
29495,439.766
2099,4200.159
24813,12.276
9163,2122.756
15092,47.74
28846,5156.075
8608,63.612
21555,946.275
12267,1032.703
24241,7360.175
19950,14.477
10222,1389.947
26534,1388.428
7216,217.992
18744,4689.37
24355,2829.959
8075,3258.255
23919,465.0
10777,1669.133
16126,696.353
23755,787.896
21742,33.387
4869,1495.347
10571,2105.086
27028,713.837
19118,43.586
3944,-2.263
10219,3448.719
24036,955.73
4344,2436.352
28218,139.81
11057,6904.847
12938,86.8
6051,0.0
15756,1089.898
4692,2419.178
22048,20.181
1467,33.511
5370,572.415
5489,2983.254
22670,3711.165
13409,463.419
28820,77.5
15340,15.035
25062,7170.3
5114,635.531
17847,2384.365
6019,34.627
22811,1538.344
25344,1263.684
7748,122.357
4832,697.252
29492,21.08
3133,390.445
20082,563.332
24503,7405.961999999999
24433,633.95
20477,3537.937
28996,5163.763
20667,1100.128
18477,192.913
10450,27.652
7377,25.017
27319,2022.006
10066,26.195
1680,1201.126
4495,6.913
14279,5581.736
13776,244.28
9374,680.698
13446,896.923
22995,5596.027
15999,173.073
144,37.169
20941,8536.377
2773,4998.006
12856,404.333
7221,2419.178
27402,546.003
17956,1409.229
20885,7.75
14615,3517.57
3484,1393.791
19782,484.313
9784,141.143
7469,638.1659999999999
6194,2482.728
13004,1083.419
7493,0.0
22675,4224.184
19637,2789.628
9073,1502.911
11887,1743.068
23842,3.751
12403,447.392
1249,74.4
22214,1129.609
29734,7605.478
29770,2755.993
10281,654.472
5039,8450.228
10936,4587.194
12522,130.076
25824,35.495
17160,59.334
16234,1090.673
12742,167.803
10902,7188.497
12688,377.983
946,6792.069
13274,1875.221
16849,355.601
484,77.221
18425,1461.96
21903,7453.268
22161,1079.389
478,18.6
2107,1827.233
13501,569.935
22710,35.96
18433,1308.417
24917,3944.347
10654,131.44
148,284.208
12723,967.758
23522,195.455
3570,5620.145
12649,1825.125
5738,525.543
12857,956.195
7136,2915.736
318,1504.182
11201,3032.792
9591,4314.704
24274,2513.17
6443,294.717
11543,0.0
17617,426.808
5814,0.0
21354,5.27
11083,10201.976
20424,4573.43
17792,492.032
24454,851.415
16477,32.55
20778,1833.836
26912,248.868
3454,852.996
16827,0.0
21154,5520.139
5917,190.526
13643,22.537
6418,4147.459
6915,1198.46
29072,9105.227
10370,227.695
21187,5360.985
21834,1451.885
6732,859.599
1351,241.521
9255,1724.313
19102,2902.313
6802,3026.034
28480,6791.511
729,16.926
16428,45.663
2966,77.066
731,4738.536
14622,157.945
638,1863.875
25978,25.792
12105,5655.671
14987,3614.507
15759,1703.078
21630,0.0
7406,320.385
15930,434.713
12378,1410.624
24213,3239.593
18608,0.0
16670,7739.553
3741,359.104
13317,3313.218
7791,151.063
6039,2905.444
25159,242.668
11238,8280.596
14705,1235.257
15655,4123.589
6924,3501.016
26098,116.064
23676,0.0
16810,297.569
13854,12.09
24219,1263.808
3273,2202.147
3301,543.399
20039,15.717
17044,923.583
4759,4972.028
9016,0.0
14884,710.334
13546,4375.588
13710,0.0
14368,6639.89
28518,1334.457
21538,105.803
24674,670.127
25568,4049.313
25025,934.805
10886,149.42
29587,691.672
10606,0.0
19336,609.801
2528,178.188
25296,0.0
13672,891.994
4693,11460.669
28132,8465.914
12062,1460.162
17386,1789.444
6963,1333.93
26937,69.44
27233,10537.272
3450,1210.612
3406,274.846
20823,1930.959
11879,1337.34
4760,832.226
9980,288.083
9020,436.728
21074,6324.527
14275,53.134
25120,154.504
11298,1590.889
791,-1.674
4068,1957.65
23442,70.153
2058,1910.034
7193,1229.677
8821,4091.318
10521,1530.718
1667,1183.797
5443,467.79
1298,525.016
2997,645.978
12710,13.981
20304,1421.97
14348,721.184
12527,4348.432
348,4281.689
25699,4922.955
28540,0.0
14332,13.64
6137,78.80199999999999
4800,1403.804
28513,3583.6
13770,744.682
497,509.64
1253,1393.543
16,476.656
9503,1966.671
16426,256.68
12957,5503.647
17795,32.55
3864,124.93
68,-5.89
11496,0.0
17510,243.071
16713,2914.62
23406,592.038
9999,2823.883
26587,1621.889
12486,1322.026
18246,577.158
4299,71.3
17331,256.959
9791,6390.991
8859,0.0
6808,-4.681
1797,3261.727
5022,131.316
20354,249.178
13779,1328.753
11859,299.553
10112,3734.136
11595,311.333
13370,27.776
20075,1512.304
18170,113.429
27725,2442.583
4801,256.711
3891,37.758
27718,156.612
6119,2503.622
4728,1486.264
26285,19.313
21703,1782.004
23024,441.254
27237,1046.529
5118,2139.372
27628,239.32
16096,324.508
11177,5929.122
26970,578.429
3478,6903.855
1026,1928.138
18910,627.564
22183,586.489
24331,2824.441
4970,1541.382
21162,5534.027
13083,2430.028
29256,1897.572
5281,18.228
6417,2480.372
6295,106.64
9300,0.0
13810,1061.068
1337,19.592
13566,1313.532
20690,199.516
25788,468.069
25773,93.0
8335,0.0
21075,1168.483
11090,1153.169
11362,552.854
4284,670.685
7723,1475.693
5994,1559.858
773,3529.939
13034,471.076
5331,15028.738
29075,147.126
9483,146.94
7922,3696.161
11762,2339.632
20293,5042.057
15587,294.438
1472,1253.454
9942,105.493
4922,11656.434
7430,3598.883
17871,1537.166
12000,4436.317
9856,1205.993
20623,511.066
10468,0.0
9385,25.792
6487,5622.997
24861,510.756
17485,238.948
7814,1531.927
26231,1970.918
21090,587.698
24467,3038.465
24606,4111.499
21496,6666.116
605,705.126
13905,83.421
8296,250.666
9239,233.957
9630,2144.766
21564,51.15
20882,2709.09
26695,400.675
6713,604.004
17189,516.646
17276,5561.369
3679,307.954
27709,1453.745
11743,1838.951
13515,207.669
21562,941.78
15828,159.526
6838,481.182
26059,500.991
8442,504.122
22794,12.09
13119,0.0
16371,573.655
2788,195.3
692,4941.338
10732,1662.344
11367,6112.425
2573,1681.192
24567,0.0
13975,2322.489
13754,2227.505
19983,124.279
19910,0.0
4684,1740.526
8365,-0.155
18961,898.659
11666,766.599
13414,100.595
18791,3664.324
9626,1641.605
17613,2684.104
9050,56.792
7501,0.0
25398,536.641
24269,0.0
19073,2736.525
19383,2970.885
9886,4027.241
7784,1440.477
11411,0.0
19333,0.0
14264,1856.962
21992,1496.866
29868,322.152
3121,4881.88
11983,119.536
9575,651.713
29176,214.737
1627,1383.344
8754,723.075
9623,626.5409999999999
20775,16.74
27297,27.28
8320,14.074
17184,945.407
11133,952.072
12309,707.544
3521,529.914
27434,-0.527
21463,118.017
25116,59.272
3281,0.0
17623,359.476
13303,35.929
5392,72.633
2791,3043.704
13549,969.773
25672,2093.864
15310,13.33
28004,2420.945
2547,972.377
8231,196.013
22956,86.738
16254,3851.595
5771,928.481
2233,535.06
13945,1965.772
8858,1104.189
18066,1534.345
25608,177.103
6415,850.299
15711,2141.232
21732,188.201
10064,1866.386
28117,69.223
22074,0.0
3986,4549.436
5755,9161.833
18674,1497.982
2529,12.09
19325,1512.676
20723,1000.99
22585,21.204
24054,5803.355
844,9771.231
19415,0.0
18592,1486.512
3312,26.908
1411,277.14
2665,2581.525
3262,164.362
25763,0.0
2643,4752.982
17598,4866.783
18684,136.152
27132,356.872
24713,291.679
5132,869.023
19481,0.0
5492,6602.008
17904,2288.234
23798,0.0
6076,2746.972
29420,162.719
4070,1464.254
28815,7612.143
24427,7.161
9621,355.539
14096,0.0
26711,4058.055
18594,458.335
7386,7.75
1606,2456.564
9984,1476.964
2804,0.0
22732,6366.222
25084,355.322
8128,308.14
7060,1457.62
7583,146.32
20053,2115.564
7908,28.768
14570,482.05
7208,137.175
25920,647.156
2691,117.8
4315,125.55
25056,4129.448
12487,6870.406
18137,44.361
18310,46.345
23091,8.06
18780,3222.264
10249,3108.804
2640,1379.438
4805,-37.107
2859,177.63
1498,79.081
64,3.069
19767,0.0
23122,498.79
5464,2528.422
10317,5977.265
25658,353.059
26474,1494.045
22962,8.37
17100,2199.14
25822,12.896
4523,1488.62
12694,5893.813
26487,47.12
20138,579.793
17092,1870.54
16931,1811.392
805,782.409
11137,105.865
9176,1303.798
7475,3457.771
3867,12.338
3024,0.0
7876,0.0
19915,2207.169
29455,2929.562
28549,0.0
16279,290.873
24205,6741.384
15518,8374.96
17198,486.7
5062,497.209
9994,77.5
9303,2731.472
27286,20.212
18988,-27.776
22965,5090.448
12131,1303.736
8394,1560.292
24969,4586.233
9419,1718.764
23059,1078.924
16045,1886.567
3266,6029.655
9064,1377.051
8198,310.093
9792,188.511
219,44.144
16851,0.0
19680,5053.0
26492,0.0
27917,8.928
21003,45.384
9177,1006.384
8276,101.091
13563,0.0
4460,3433.746
21320,594.115
21468,1444.228
14393,189.751
5450,77.841
9486,1584.286
21321,-0.093
6689,587.698
17718,172.453
6020,2004.77
8699,3207.167
21040,157.046
10905,262.911
6383,933.627
1324,1424.884
26517,53.444
4074,1683.796
22715,212.102
20570,1790.467
6398,2124.74
26641,791.585
9982,265.112
2161,801.04
7204,2816.784
3931,3224.031
10478,0.0
29612,2777.6
13053,248.0
15624,92.194
28150,4208.188
2176,10.509
9349,573.996
12956,1054.558
19568,513.267
2124,122.295
20178,82.553
29875,5.177
18678,61.69
1550,2896.02
20026,572.787
16525,74.18299999999999
23723,105.834
20762,3303.112
13391,0.0
26168,2127.003
10247,78.244
24193,48.856
7933,5569.522
690,1860.465
21749,3037.907
5257,4268.948
23285,0.0
19106,2390.906
23114,1831.201
25476,726.144
27573,1150.007
3339,461.745
22302,108.407
23905,2597.676
5234,5315.322
5899,3658.403
15412,6832.059
18693,957.404
2916,15.5
10804,664.95
735,847.695
24883,100.874
2,906.409
20461,747.224
16598,62.744
19088,69.44
823,627.533
28686,4334.048
28510,183.861
28461,491.691
20964,1503.221
6041,153.667
18165,1504.523
13428,13467.702
13440,24.18
2898,34.41
24432,5879.15
27932,36.766
10429,2649.415
4427,321.966
18013,3536.821
18661,770.877
13634,2255.002
25101,13368.533
2406,7418.083
4468,87.11
7606,2110.635
6671,0.0
29099,0.0
18007,1444.848
3158,48.515
3353,2621.763
911,11978.555
9470,0.0
28615,2339.229
17771,419.492
20164,1759.746
18219,2128.026
7655,2447.45
4822,4969.052
550,144.367
24972,1444.414
8825,768.831
13614,1864.03
22241,0.0
8959,213.745
23261,651.217
1062,8810.324
17848,270.413
2971,700.507
19449,637.515
19096,795.491
27637,446.958
6587,1033.633
12018,4145.723
24887,73.78
9338,31.0
13282,231.818
23968,33.852
13920,0.0
25498,0.0
4646,0.0
11556,1315.981
13011,2030.159
21028,0.0
22528,813.192
23783,3370.041
27050,2025.602
25975,1492.154
17865,266.848
25821,0.0
12149,786.098
29670,5022.558
11522,0.0
2712,425.723
10366,604.252
4219,10888.192
9694,426.529
13981,3571.014
27550,59.799
20563,636.864
27015,694.338
10554,0.0
8285,2052.758
4348,1505.98
15647,3026.995
15048,6.541
5457,1408.051
26118,366.296
23226,0.0
14504,10025.648
3161,0.0
12320,0.0
11768,277.264
20412,273.947
15484,607.6
7326,479.725
12257,0.0
26878,312.821
16915,11.16
21085,1082.055
8243,2689.591
8690,322.803
15103,-0.558
5038,8.68
6881,211.358
19121,813.843
20458,0.0
27063,99.231
3433,12.09
433,4952.56
20927,220.441
26796,3307.638
8326,646.8149999999999
12943,129.146
7740,828.63
26531,788.516
1277,776.86
14982,10.168
27992,172.577
3355,1280.238
18462,526.256
23710,607.414
8145,668.05
22368,104.966
22473,3256.705
20296,25.916
21735,2328.875
2963,5343.842
25314,1376.462
18590,490.11
1161,185.69
13907,12579.149
160,755.067
59,12404.154
20442,12.09
9931,125.829
29281,1388.211
4072,1205.218
12142,1011.933
10816,367.877
26799,3123.281
5807,473.835
18048,1992.556
13662,13.33
21403,3896.049
22542,424.08
16644,0.0
20362,652.054
20685,6210.168
2667,908.362
4211,1021.295
9497,318.711
17610,37.293
9955,5617.789
5374,619.039
6311,4119.28
24996,1033.323
2501,742.109
8307,7057.925
29655,5484.241
15918,407.898
5220,1133.36
13407,1518.318
6086,3485.454
3089,1563.361
6911,237.646
15373,15061.691
3246,3467.04
17705,70.122
28359,261.02
27828,75.454
24559,618.419
13426,1122.231
8723,254.634
28391,346.425
13539,3182.15
11925,17.05
22464,453.127
16858,3499.125
29538,12055.807
16030,79.732
12707,2428.974
20212,427.149
15749,61.38
29187,119.505
10558,1771.557
4775,-10.788
23425,2379.622
28552,159.929
13558,58.931
1732,3788.169
12141,2725.179
25406,1440.756
21979,3011.216
16061,12.71
10453,1263.219
23375,1698.831
12526,74.55499999999999
11352,2738.726
19381,318.711
11167,1593.4
13815,1826.52
6672,3079.602
29313,104.129
6430,59.675
15876,1974.886
9720,10.106
21602,672.669
314,1727.754
11771,483.662
12577,0.0
4048,51.832
13042,1594.051
3288,25.792
5775,4003.65
28425,43.493
6382,0.0
29062,43.617
19421,2194.955
26408,33.697
4988,365.087
8816,4386.159
11828,4453.15
15929,3350.697
25312,1793.753
21922,5.921
21516,806.031
11537,31.0
7788,1448.878
21224,0.0
2633,0.0
22147,815.641
11162,498.542
22400,264.616
7529,14.601
24487,1859.721
17703,148.087
23721,0.0
26473,1319.577
22807,1370.138
24425,559.023
11605,328.383
5977,493.892
6199,1367.1
259,6521.78
321,5337.58
31,946.058
7026,1183.363
29308,163.711
21656,-0.4649999999999999
14237,3844.341
3032,34.906
715,1083.822
17753,3606.416
22815,1147.372
7311,9.61
19584,1789.351
21639,2989.671
20650,828.63
22385,5426.55
13077,0.0
16134,308.233
7007,347.541
28746,850.857
17628,3961.614
19127,261.733
3453,539.183
3254,178.46699999999998
29135,2427.114
12920,429.784
1245,333.25
23110,3165.782
24570,37.2
26454,15.438
18410,2416.357
28438,532.332
29427,290.098
11602,37.169
21581,1197.623
26693,45.973
6906,5620.362
3917,37.417
14837,0.0
17020,74.4
8106,798.157
5858,72.788
23080,183.489
4345,33.232
7059,611.196
6769,15234.268
9037,0.0
8329,1767.124
14868,1360.993
25097,5193.585
9327,991.659
23534,95.976
4855,1415.212
1597,3323.045
5486,12.09
27254,2830.3
19402,0.0
1754,550.901
5063,0.0
18465,239.072
16150,2367.222
4407,11217.753
24264,5382.809
21488,274.908
26800,214.086
22545,829.56
2432,0.0
3902,77.376
6635,0.0
18909,6269.688
8269,1923.953
1774,-0.248
21064,2806.957
11008,1334.55
16184,2904.142
155,742.264
5856,1593.4
18396,579.576
21681,127.72
22519,1923.953
4675,329.251
18963,650.504
12339,4942.578
28264,2995.716
27474,507.191
9288,878.292
11240,3464.312
5088,1932.075
9947,2402.686
3903,3188.877
2279,425.413
10228,40.3
15355,15.035
24752,5006.934
3611,2262.721
13076,316.696
19789,0.0
814,2047.705
3485,12.09
21591,876.587
14972,242.854
3735,317.006
549,1625.547
26114,5126.439
724,803.985
23958,489.459
7941,708.598
16055,2354.543
5819,1605.893
7129,1144.706
25331,205.53
6072,820.26
2752,850.764
12884,61.473
3400,3522.003
1729,1078.149
2994,6.169
22862,2643.308
4862,0.0
4384,886.941
12017,1493.487
16960,0.0
20117,1033.726
267,2759.093
19052,2181.811
19630,795.367
1424,2508.489
24253,1885.575
15231,0.0
28484,758.942
29825,116.157
16718,5487.837
8845,45.663
12544,556.419
20850,555.52
25639,459.265
7265,266.786
7417,746.046
27611,1225.027
3463,1007.128
17726,19.592
11229,11584.762
166,188.883
22551,10008.319
6632,1790.374
29325,1957.092
24017,1798.279
4016,1449.25
26698,5.859
24620,572.508
5341,313.689
2055,198.183
4404,303.18
18475,4439.572
122,0.0
13931,12.276
10383,2825.34
26602,1598.05
7967,115.32
10845,1577.404
6905,717.216
19353,2886.441
25017,4430.024
20588,5657.469
12205,45.88
26813,8152.38
21517,140.616
19484,0.0
1033,1990.045
1316,130.634
1325,9.796
20895,262.756
20479,3702.144
20618,2567.172
18603,1048.761
29851,1336.937
17166,12.09
14531,1039.616
25400,1524.704
27524,0.0
11343,586.52
10675,3688.566
17157,205.561
4114,1131.004
12306,2156.484
3883,12.09
15742,245.83
13613,623.596
13932,847.757
4754,3682.831
21429,0.0
2810,1211.573
15796,3133.48
19407,5.828
16241,5925.96
18109,1649.944
26178,643.064
10813,2043.52
29872,3303.236
10782,1883.343
23388,310.744
12365,2302.37
3045,8986.404
29717,1571.483
15133,589.806
19590,2908.265
9794,612.746
7257,186.155
9769,1092.905
6138,7287.263
8799,741.148
22135,58.187
17238,490.699
20087,1553.224
22886,3203.664
27444,536.455
15544,883.4689999999999
17677,5420.567
12603,153.295
29052,0.0
21254,570.338
10854,18.6
22312,158.1
21231,89.218
10767,2441.219
2499,4278.279
14854,92.411
5228,592.162
26806,1687.888
27138,209.064
12520,0.0
22326,163.68
27408,2700.224
19358,1925.472
13421,0.0
10167,77.655
12458,593.061
10879,502.944
21733,228.439
3940,0.0
5434,-6.2
15467,5557.463
13185,576.073
12121,1543.056
28304,14.415
20502,1340.006
16950,4547.576
15603,3752.178
4144,1340.564
165,3150.84
7404,1441.345
1322,5575.381
26180,53.413
3719,0.0
15111,8363.211
5430,2408.731
26831,0.0
25111,0.0
23300,67.425
19219,907.618
22422,8.06
7121,4407.766
3306,747.41
16969,3.1
26107,4527.023
26056,1657.694
18937,1028.611
23805,696.663
11475,854.205
18615,1605.769
14593,1472.066
11893,0.0
5685,3306.46
6329,5281.129
22583,15.407
22059,1525.076
21809,26.815
14717,8081.638
12068,15.469
11834,5038.306
17084,4424.134
1913,14186.437
7343,1450.18
6006,8239.893
16204,527.5889999999999
22636,9586.75
24373,12.896
28555,2471.537
9128,3085.213
18043,662.656
21340,4817.059
18431,564.014
6078,2213.152
833,17.05
17005,1034.47
9662,11.377
26275,1922.713
11600,92.845
18764,0.0
10062,1573.901
24748,824.1659999999999
1915,796.7
12264,419.492
23359,3911.084
4108,15.159
10404,1848.065
3696,47.492
20556,5700.497
15197,621.984
434,285.51
22230,244.435
29705,7486.469
26594,1495.471
2151,2104.28
2692,3081.865
10118,195.703
8836,2286.467
16430,1346.609
13700,9091.091
18905,4815.385
5280,4125.914
28715,0.0
18660,884.864
3949,3789.626
26089,157.015
12617,1990.045
6155,2167.706
18942,1581.062
5514,3921.779
4216,1244.929
11753,-15.128
8052,725.276
17744,8608.328
5525,895.559
21165,209.808
26996,3086.763
2624,304.389
28436,0.0
21194,482.453
11249,1322.677
15712,4265.941
1624,685.751
25343,414.098
308,301.32
21763,78.151
28920,107.88
20669,6448.372
7299,63.488
4767,2721.521
27225,4796.134
3431,57.071
18179,1039.151
17167,4497.976
13675,2540.853
28764,2406.437
14556,284.363
12178,172.391
11882,0.0
11621,6059.136
10325,713.775
22122,1174.218
5203,0.0
16890,303.304
8523,369.086
14922,36.146
11365,544.856
6854,794.0649999999999
16701,5708.34
21728,163.525
6062,398.784
21409,2638.813
25298,741.241
5702,88.908
17097,472.688
4498,1237.985
22630,3622.691
8627,33.914
1870,2860.215
13926,8.834999999999999
23016,13736.658
8745,137.02
9699,1261.328
11245,3166.371
19374,2615.532
3787,83.7
6774,921.785
23535,77.035
9964,214.923
9644,1953.0
14211,243.412
24410,7597.139
7080,6410.893
9882,3264.703
17393,1318.988
25307,733.367
2136,4386.066
3706,4449.616
25180,59.148
18178,1347.539
25259,7.502
2968,6051.851
14665,486.235
9434,6.2
27144,2175.735
6534,27.125
16072,246.915
2532,702.398
14179,0.0
15765,266.569
3821,2626.258
22308,1420.885
2621,1851.072
25354,351.757
29026,0.0
15673,3686.055
18701,244.28
22423,2670.805
27542,-6.107
3101,4906.587
18625,23.126
19496,6176.781
3889,66.557
28792,174.716
22417,393.483
8102,889.948
608,123.876
10024,2810.274
9918,33.914
29219,555.737
23828,8.215
23124,301.103
11637,1418.157
3784,2513.201
5770,-0.279
22599,0.0
11572,154.008
20940,198.09
9170,948.259
24352,529.635
19658,91.047
4936,768.614
293,217.465
27306,47.275
24783,12.896
